2	20.5692	1.04286
1.5	20.1359	0.990962
1	19.6772	1.17811
0.5	17.217	0.743346
0	17.3916	1.02313
-0.5	17.8728	0.893711
-1	15.5884	0.524529
-1.5	13.247	0.677431
-2	8.44974	0.141856
-2.5	8.35065	0.134656
-3	8.30772	0.134451
-3.5	8.29744	0.134851
-4	8.29247	0.134197
