1.346887413468290e+00		3.249020644413135e+01	1.074279908231347e+00	5
1.558168972913342e+00		-8.942097768821809e+01	-1.456383387698082e+00	-14
1.572783118307084e+00		-4.544468565424764e-02	-4.544468565424764e-02	0
1.586425158727886e+00		5.540943686315644e+01	5.143954405716435e+00	8
1.352420339834436e+00		6.288161949693367e+01	4.976642513366869e-02	10
1.541548579305652e+00		-3.276254746241237e+00	-3.276254746241237e+00	0
1.414899727736603e+00		-6.949384332102781e+01	-3.788049420478075e-01	-11
1.472963432444130e+00		9.198970962355030e+01	4.025115323030292e+00	14
1.588120580819581e+00		1.456506856460273e+01	1.998697950242727e+00	2
1.632413522372055e+00		-5.080556499889189e+01	-5.400825414518877e-01	-8
1.539919828120511e+00		6.130135000335309e+03	4.029325834809242e+00	975
1.489250479141611e+00		6.185349916599846e+01	5.304831401378465e+00	9
1.476341277911487e+00		3.372436426909104e+02	4.234821410370387e+00	53
1.504318832971584e+00		1.431677407470666e+02	4.937663989106596e+00	22
1.537604173531298e+00		1.028177773973898e+03	4.018568903558389e+00	163
1.542704124950716e+00		2.371300557111695e+02	4.652199345509530e+00	37
1.547047096508578e+00		-3.720485753296806e+01	-5.788930997068057e+00	-5
1.458256271717434e+00		-3.015388564246123e+01	-5.021144413741226e+00	-4
1.439608726574659e+00		5.058181834418960e+02	3.163358867496015e+00	80
1.732876324347050e+00		1.011998428252118e+04	4.055937961378731e+00	1610
1.501221792414799e+00		-6.647770602372105e+01	-3.645852951921057e+00	-10
1.235227739626764e+00		3.681503277626680e+01	5.399106240366798e+00	5
1.626917843989358e+00		4.827337823224006e+02	5.211698976720584e+00	76
1.332688744193143e+00		-3.390445319619612e+00	-3.390445319619612e+00	0
1.598351497743762e+00		1.551561383958792e+02	4.359691023559179e+00	24
1.604388271381329e+00		7.371862380226777e+01	4.603585423287768e+00	11
1.575360509638651e+00		-2.440147733615570e+01	-5.551921414615695e+00	-3
1.510915079401846e+00		4.665591239144943e+01	2.673615241189431e+00	7
1.529937840838830e+00		2.955330755545600e+01	4.420566326735997e+00	4
1.366671357903289e+00		5.246826654638070e+02	3.178284967866944e+00	83
1.328374798941351e+00		5.131043603107238e+02	4.166350429143790e+00	81
1.366271846142073e+00		6.130830990307250e+01	4.759642138452499e+00	9
1.542985507922673e+00		8.488459448350174e+00	2.205274141170174e+00	1
1.537947347798846e+00		-1.136270671489920e+01	-5.079521407719204e+00	-1
1.555680616091984e+00		2.675593600766478e+02	3.665577175087776e+00	42
1.580538938506992e+00		-5.665890631180585e+01	-1.102385471858511e-01	-9
1.154079965917460e+00		-1.751720508898135e+01	-4.950834474621352e+00	-2
1.536770848841918e+00		-4.122456168495174e+01	-3.525449841871733e+00	-6
1.540475731740902e+00		6.084237412824081e+00	6.084237412824081e+00	0
1.557202744972299e+00		4.000911300350513e+03	4.805444984032874e+00	636
1.745591155527634e+00		2.884271607492265e+01	3.709974846202652e+00	4
1.359816142255857e+00		-5.607421228549484e+01	-5.808729828054844e+00	-8
1.401039229827233e+00		-1.025042985450334e+01	-3.967244547323345e+00	-1
1.508149371316239e+00		1.408592467713403e+01	1.519554062774029e+00	2
1.760051055568853e+00		-1.058294142714012e+02	-5.298449356521246e+00	-16
1.566012788747469e+00		3.920690775481717e+01	1.507795911737162e+00	6
1.489216863196375e+00		7.103134339181283e+01	1.916305012832822e+00	11
1.466801072082340e+00		2.063198096480547e+01	1.782425043265466e+00	3
1.551830164842240e+00		-2.801786928540840e-01	-2.801786928540840e-01	0
1.504098771725526e+00		-1.661342948981045e+01	-4.047058875450453e+00	-2
1.422304521351858e+00		-2.248229597200448e+01	-3.632740050464474e+00	-3
1.475186703120747e+00		4.621373536890090e+03	3.232336112790108e+00	735
1.513274069345158e+00		1.050053993319142e+02	4.474434417034189e+00	16
1.408545953391884e+00		3.177702103485861e+01	3.610944989586109e-01	5
1.186038978076384e+00		4.300894161804015e+01	5.309829774960143e+00	6
1.301183396661656e+00		2.671314566363215e+02	3.237673734761472e+00	42
1.424327813861557e+00		2.483499314635800e+01	5.985437224817996e+00	3
1.619091741847912e+00		-5.083920703754956e+01	-5.737245801095554e-01	-8
1.573295547796454e+00		2.474492179213402e+00	2.474492179213402e+00	0
1.490453861181981e+00		7.298298090525839e+03	3.519948889858824e+00	1161
1.625799460512869e+00		-1.006309904269369e+01	-3.779913735513686e+00	-1
1.495073948451167e+00		7.285298702312410e+01	3.737948644144097e+00	11
1.279168482724341e+00		-1.713531727391732e+01	-4.568946659557319e+00	-2
1.387076230937353e+00		1.294663087566389e+02	3.802602613038857e+00	20
1.498243508939660e+00		3.404521252258526e+01	2.629285986685261e+00	5
1.562757638348421e+00		1.178156727080901e+02	4.718337178850064e+00	18
1.531123055456129e+00		1.867275419538342e+02	4.515168045614217e+00	29
1.506839103057737e+00		1.883285023609363e+03	4.612616762543439e+00	299
1.697628210978237e+00		-5.063626700268713e+01	-3.707845452471332e-01	-8
1.394833720913820e+00		3.453779380011930e+03	4.310646370110135e+00	549
1.504412454546690e+00		4.006689445387670e+03	4.300404714009801e+00	637
1.605436838087600e+00		3.227993104793321e+00	3.227993104793321e+00	0
1.519614004241532e+00		4.604719892529395e+00	4.604719892529395e+00	0
1.704755939026114e+00		2.404238308131313e+03	4.061520788553025e+00	382
1.549882950145940e+00		4.778725024030010e+00	4.778725024030010e+00	0
1.518597735296091e+00		5.650772433948076e+00	5.650772433948076e+00	0
