-1.086812114500864e+00	-3.500387415115616e+01
1.524494052142360e+00	-5.372351012372432e+02
1.900834388196189e+00	6.756234555550819e+01
1.161378203988050e+00	-1.268303546127184e+02
1.396405267325352e+00	9.094103590607149e+01
-7.364998212130949e-01	-2.699709607699035e+01
1.975923022366454e+00	-2.793712608537932e+02
-1.077072618329560e+00	-1.491431370187313e+02
-1.777058799962203e+00	1.160312433669496e+02
-5.780833055206744e-01	-2.919026673578827e+02
-4.924855956826186e-01	-1.434511811676566e+02
-1.068385699220286e+00	-4.403052906149426e+02
1.226153813931739e+00	4.887133533896406e+02
7.433204265698570e-01	-1.336271827290787e+02
-2.158856980006239e+00	2.482197535312384e+02
7.658201415937027e-01	4.764196659993906e+02
-9.770085320499897e-01	1.444660349088875e+02
1.063996429076671e+00	-2.810726729390622e+02
4.198690524058550e-01	-2.141111878618827e+02
-1.230950550195332e+00	3.049969063936947e+02
-9.728253908130937e-01	1.434477167026629e+02
1.664787278304493e+00	-1.958414550874921e+02
7.060373013491059e-01	4.938645493869225e+02
-1.169277247525173e+00	5.989871826823928e+02
-1.672669921230151e+00	7.221463257273781e+02
5.654579291173722e-01	-5.919499555873055e+01
1.020981905837823e-01	6.670522774906867e+00
1.773387131702090e+00	-7.747743630953634e+01
1.141388150158855e-01	7.043021252739867e+01
-1.858031925556177e+00	-9.806589805597005e+01
7.442440873031306e-01	-4.381711478058174e+02
-1.496903843887091e+00	-2.037667661153945e+02
-1.450703103739235e+00	-6.621596602913038e+02
-2.046536212057719e+00	-8.536624207719959e+02
6.541411719912382e-02	-2.675350327451806e+02
-2.734103385764040e-01	-2.333271584043514e+02
-1.592421021958829e+00	9.204539079770013e+00
-9.857037004522744e-01	-2.451408113449476e+02
-1.656665183089659e+00	2.225978336783052e+02
-2.255489734609895e-01	2.310203959783866e+02
-1.010854133731046e+00	-7.727085271553659e+00
-1.330284236058823e+00	-4.173955765663848e+01
-1.525783945642905e+00	-2.826453046909724e+02
-1.248191979897413e+00	1.856896379118145e+02
-1.651986289367093e+00	-2.020804323994197e+02
-1.501723364734965e+00	-2.937842633628882e+02
-4.217054607272384e-01	2.727053382548908e+02
7.074499326624761e-01	3.270260348864821e+02
3.913966055411731e-01	-1.690724678901427e+02
-7.161552821939923e-01	-2.496500400323175e+02
7.527954108361583e-01	-5.031160483623225e+02
1.649185871912644e+00	5.812857146599929e+02
8.153181214956171e-01	-7.713258845525219e+01
-7.613260873276286e-01	-1.171710411903027e+02
-1.707602183648194e+00	-4.024498509159451e+02
-9.293062383464701e-01	4.289874296833266e+02
1.702738395560449e+00	1.062821822620098e+02
4.919700544861878e-01	1.370413331523727e+02
2.815515997434339e-01	-6.108218322210615e+01
1.544873489969159e+00	-1.306050244545878e+02
2.033107866783067e+00	2.751899202688543e+02
1.018240455984219e+00	5.825293393237678e+02
1.507130162809288e+00	-7.054633951437745e+02
1.509815555585990e+00	4.705944944441139e+02
8.954230364985780e-01	3.312865727269766e+02
4.572317132185137e-01	-1.900418964333859e+02
-2.141227959136542e-01	-8.152933970928704e+01
1.937951843935608e+00	1.346578131112615e+01
3.685028402360659e-01	3.198549519434411e+02
-3.748041036559169e-02	4.993195421610106e+02
-1.176986661442210e-01	-7.592273202553275e-01
1.736955266750869e+00	3.170376218744884e+02
1.480656154489632e+00	-1.519665443934814e+02
-1.152562619854402e+00	-1.283488969854920e+02
1.118941167634948e-01	-1.465874874108518e+02
1.975491774758683e+00	-2.121874843499428e+02
-9.409075930405602e-01	-7.441049598577179e+01
-1.989264945211756e+00	-8.152268182942031e+01
7.846042090021843e-02	3.832376514413770e+02
1.092615948733920e+00	3.993228703631962e+02
-1.752770191292493e+00	6.873720040204736e+01
-1.767781547562502e+00	2.101875747407107e+02
1.183688036810585e+00	-5.325130135890603e+02
1.744927577797522e+00	-4.611649642557705e+01
1.175456514193842e+00	-1.409002541527983e+02
-1.723068460964468e+00	4.198982571747155e+02
-1.591010494525120e+00	-1.167066704099718e+01
1.658657584286818e-01	5.386353851844779e+02
8.412192187224137e-01	2.349862731763353e+02
-9.546004154538530e-01	2.792496653589691e+02
-8.439532473743760e-02	1.826248460188935e+01
1.413558640588378e+00	-1.237349821405228e+01
-1.384105674267078e+00	1.539031141645546e+02
-1.682439703330113e+00	8.537029336706274e+01
-1.059591884598475e+00	-8.761583505948369e+01
-9.728943908299930e-01	8.307699838652509e+01
-1.783041604164944e+00	2.779919938802847e+02
-1.571577714880961e+00	-2.850098221593686e+02
-1.415801489959222e+00	7.578335732521357e+01


