0	0	0
0	0	3.8
-2.20433	3.06227	4.25101
0.695446	5.51171	4.07335
3.14457	3.15064	5.76663
3.65848	1.02051	2.66205
1.71105	3.37295	0.400736
4.81506	4.65896	-1.37445
5.51948	7.34492	1.21966
7.4672	9.53263	-1.20115
5.81274	8.02826	-4.27355
8.84646	5.94858	-5.22825
10.7068	6.70986	-2.00339
11.5576	10.2683	-3.02987
8.89789	10.3863	-5.74135
10.2648	13.5497	-7.3429
8.49007	15.887	-4.92885
6.43535	13.1241	-3.32118
8.08491	13.0502	0.101324
5.3232	11.3494	2.08127
3.67568	9.83198	-0.988454
1.23231	7.74466	1.0396
2.29739	9.24164	4.36596
-1.18927	9.24413	5.87698
0.0247356	10.141	9.36435
-3.00514	12.2885	10.1696
-5.02428	9.37135	11.5309
-1.98173	7.13772	11.9711
-3.26347	4.49427	9.56089
0.0851878	4.1112	7.80598
1.48991	1.7534	10.4342
0.775448	-1.36755	8.38744
-2.34348	0.102451	6.79015
-4.08429	0.735786	10.108
-2.12867	-1.94608	11.9582
-5.02264	-4.40876	11.9682
-6.76692	-2.7883	9.00648
-4.28061	-4.13643	6.4686
-4.70286	-1.20202	4.09143
-8.05661	-0.153768	5.53832
-9.64962	0.4478	2.1412
-11.3746	3.65432	3.22871
-9.88341	5.71887	0.40842
-7.48946	2.98286	-0.69759
-4.92402	5.42374	-2.07623
-2.00187	3.73138	-0.333532
-3.90928	0.505821	0.296969
-6.28074	2.08837	2.80928
-4.80177	5.56516	2.40353
-3.94781	5.90909	6.09032
-5.72541	2.75545	7.24562


0	0	0
0	0	3.8
-2.40296	2.90984	4.24567
0.360438	5.49066	4.62376
-1.78372	8.35653	3.34728
-3.7925	6.14292	1.00106
-0.949012	3.678	0.473148
-1.24182	3.74908	-3.31489
-3.06959	7.08011	-3.37378
-2.69716	7.52606	-7.1291
-0.674773	10.7274	-6.81038
1.66882	9.84959	-9.66995
1.44161	13.257	-11.3367
1.29054	15.1519	-8.04636
0.535826	18.4837	-9.71071
3.11387	20.3432	-7.62841
6.04731	18.9975	-9.63443
4.74438	15.4279	-9.6181
6.75592	14.4107	-6.55885
5.79754	10.7427	-6.81872
4.05255	10.7023	-3.44331
7.24846	11.3741	-1.50044
9.38426	11.6546	-4.6309
9.21008	7.93561	-5.39178
10.9082	6.92759	-2.14519
8.51797	4.05009	-1.47674
10.3778	2.91768	1.63754
8.2069	4.92816	4.02191
7.93586	7.91477	1.68811
7.97857	10.414	4.55025
9.37989	7.91675	7.04823
5.95931	6.93965	8.38421
7.18878	6.45881	11.9475
10.1183	4.26589	10.9233
8.35753	2.89045	7.84959
5.69082	1.06663	9.85019
3.30708	4.02597	9.85844
1.16075	2.66329	7.03419
3.91914	0.571141	5.46761
2.95115	1.47655	1.90626
5.11922	4.59629	1.82401
4.09236	5.72719	5.30347
2.41828	8.89236	4.03103
4.13602	8.73673	0.645007
1.26817	6.87235	-1.01014
0.296707	9.79611	-3.23452
2.41182	8.60344	-6.1575
0.881767	5.12514	-6.17506
4.19161	3.37061	-5.53743
4.40157	4.49082	-1.91237
6.29056	7.72434	-2.55739


0	0	0
0	0	3.8
2.43468	-2.88454	4.23792
-0.11051	-5.14073	5.93251
0.235137	-7.91403	3.35775
3.39723	-9.32419	4.92384
3.03426	-7.29491	8.11606
6.67139	-7.74788	9.11911
7.60864	-9.50792	5.88432
9.15777	-6.40731	4.32661
9.58133	-4.61975	7.65305
9.56451	-1.15629	6.08967
5.94046	-1.40616	4.97442
5.4519	-4.90502	6.37418
5.07558	-6.52075	2.95544
7.80749	-4.40756	1.37079
10.0134	-7.38982	0.546252
13.2217	-5.58257	1.485
12.8828	-6.34184	5.19293
16.0918	-4.52127	6.10288
18.0502	-5.96141	3.18216
19.1981	-2.54597	1.97502
15.8412	-1.69144	0.412488
13.8623	-2.4364	3.56985
10.6034	-0.88103	2.38642
10.6042	-2.74294	-0.926173
7.3811	-1.13643	-2.13895
9.17591	1.7119	-3.90122
11.5284	2.35429	-0.986934
11.4978	6.13269	-1.3903
13.1412	6.76281	1.97749
13.503	3.06049	2.75336
9.79041	2.70415	3.48128
8.87247	5.75884	1.41578
9.33461	8.16974	4.31648
11.4344	5.72797	6.33359
10.929	7.55881	9.62489
8.51475	4.96192	10.9915
8.50259	2.92846	7.78136
5.12394	1.33792	8.48484
3.89	1.79392	4.91981
6.25941	4.67646	4.2009
4.7702	5.4139	0.783518
7.04184	2.95179	-1.01027
7.10285	0.523502	1.91201
3.50098	-0.578586	1.41005
3.04612	1.43705	-1.77905
0.949032	-1.23633	-3.4806
3.84234	-3.68348	-3.76383
4.27352	-4.03735	-0.00499525
0.604381	-3.64507	0.902505


0	0	0
0	0	3.8
-3.76868	0.19083	4.24791
-3.8133	3.98027	4.52741
-7.59059	4.17608	4.89314
-8.23899	3.66482	1.18393
-6.19083	0.468636	1.01237
-2.8614	2.30022	0.997798
-4.16597	5.18091	-1.10927
-2.14514	4.20491	-4.17581
1.07077	3.72188	-2.20996
-0.283247	5.39335	0.922583
1.04246	8.83059	-0.00902293
-1.66523	10.6828	1.90876
-2.72595	12.7847	-1.07395
-5.72723	10.607	-1.90448
-7.35802	11.0894	1.49372
-6.31548	7.66201	2.76101
-4.77387	9.00409	5.96448
-1.63349	6.88782	5.64917
-0.472312	7.59257	9.19811
0.664196	4.01583	9.79413
-0.21349	2.8809	6.27538
-1.21106	-0.625365	7.34821
-0.339999	-0.0720458	11.0054
0.0317135	-3.78838	11.7059
3.3194	-4.06741	9.82091
2.58546	-1.12266	7.53404
1.86246	-3.2849	4.49398
3.93437	-1.12514	2.15248
3.16984	2.08348	4.03934
3.43082	4.27076	0.94293
3.17226	7.54034	2.86204
2.12754	5.87102	6.11195
4.70585	7.69646	8.22385
7.61779	6.60909	6.03794
8.42838	3.585	8.19149
4.97177	2.05875	7.78849
3.93298	2.7869	11.3705
3.19465	-0.852343	12.1772
6.70359	-1.55223	13.4568
8.35953	0.75325	10.9304
11.6113	-1.21226	10.8804
10.0536	-4.19572	9.11618
10.5271	-2.72708	5.64358
