0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
0.000000000000000e+00	0.000000000000000e+00	3.800000000000000e+00
0.000000000000000e+00	0.000000000000000e+00	7.600000000000000e+00
0.000000000000000e+00	0.000000000000000e+00	1.140000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	1.520000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	1.900000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	2.280000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	2.660000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	3.040000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	3.420000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	3.800000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	4.180000000000000e+01
0.000000000000000e+00	0.000000000000000e+00	4.559999999999999e+01
0.000000000000000e+00	0.000000000000000e+00	4.939999999999999e+01
0.000000000000000e+00	0.000000000000000e+00	5.319999999999999e+01
0.000000000000000e+00	0.000000000000000e+00	5.699999999999999e+01
0.000000000000000e+00	0.000000000000000e+00	6.079999999999998e+01
0.000000000000000e+00	0.000000000000000e+00	6.459999999999998e+01
0.000000000000000e+00	0.000000000000000e+00	6.839999999999998e+01
0.000000000000000e+00	0.000000000000000e+00	7.219999999999997e+01
0.000000000000000e+00	0.000000000000000e+00	7.599999999999997e+01
0.000000000000000e+00	0.000000000000000e+00	7.979999999999997e+01
0.000000000000000e+00	0.000000000000000e+00	8.359999999999997e+01
0.000000000000000e+00	0.000000000000000e+00	8.739999999999996e+01
0.000000000000000e+00	0.000000000000000e+00	9.119999999999996e+01
0.000000000000000e+00	0.000000000000000e+00	9.499999999999996e+01
0.000000000000000e+00	0.000000000000000e+00	9.879999999999995e+01
0.000000000000000e+00	0.000000000000000e+00	1.026000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.063999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.101999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.139999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.177999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.215999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.253999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.291999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.329999999999999e+02
0.000000000000000e+00	0.000000000000000e+00	1.368000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.406000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.444000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.482000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.520000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.558000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.596000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.634000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.672000000000000e+02
0.000000000000000e+00	0.000000000000000e+00	1.710000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.748000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.786000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.824000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.862000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.900000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.938000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	1.976000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	2.014000000000001e+02
0.000000000000000e+00	0.000000000000000e+00	2.052000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.090000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.128000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.166000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.204000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.242000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.280000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.318000000000002e+02
0.000000000000000e+00	0.000000000000000e+00	2.356000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.394000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.432000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.470000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.508000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.546000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.584000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.622000000000003e+02
0.000000000000000e+00	0.000000000000000e+00	2.660000000000003e+02
